split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-captions	MSRvid	2012train	0495	0.750	Bir kadın salatalık dilimlerini sıkıyor.	Bir kadın yeşil balçıkla ıslanıyor.
train	main-captions	MSRvid	2012train	0496	4.000	Bir adam yeşil biberin içini çıkarıyor.	Birisi dolmalık biberden tohumları çıkarıyor.
train	main-captions	MSRvid	2012train	0497	2.750	Bir adam pizza kutusundan bir parça biberli pizza alır ve kutuyu kapattıktan sonra kapağa koyar.	Adam kutudan bir parça biberli pizza aldı.
train	main-captions	MSRvid	2012train	0498	3.400	Adam tenceredeki et suyuna sebze ekledi.	Bir adam bir pişirme kabına suyla dilimlenmiş sebzeleri ekliyor.
train	main-captions	MSRvid	2012train	0499	3.400	Adam koştu ve duvara atladı.	Bir adam duvara atlar.
train	main-captions	MSRvid	2012train	0503	2.400	Adam sosisleri baharatlıyor.	Adam bir kapta suya baharat ekledi.
train	main-captions	MSRvid	2012train	0504	3.000	Bir palyaço şarkı söylüyor ve insanlar dans ediyor.	Bir palyaço şarkı söylüyor.
train	main-captions	MSRvid	2012train	0505	0.400	Bir kadın bir yaban domuzu besliyor.	Bir kadın sarımsak kesiyor.
train	main-captions	MSRvid	2012train	0507	3.929	Bir kişi bir bifteği suyla yıkıyor.	Bir adam büyük bir bifteği yıkıyor.
train	main-captions	MSRvid	2012train	0508	3.000	Bir çocuk bisikletini metal bir çitin üzerinde sürdü.	Bir BMX motorcu bir çitin tepesinde ilerliyor.
train	main-captions	MSRvid	2012train	0509	1.750	Bir adam bir ağaca bıçak fırlatıyor.	Bir adam sihir gösteriyor.
train	main-captions	MSRvid	2012train	0513	2.600	Kızlar sahnede yürüyor.	Kadın modeller bir podyumda yürüyor.
train	main-captions	MSRvid	2012train	0514	3.500	Bir kadın ağırlık egzersizleri yapıyor.	Bir kadın bir halterle egzersiz yapıyor.
train	main-captions	MSRvid	2012train	0515	0.500	Bir adam patatesi soyuyor.	Bir adam yürüyüş yapıyor.
train	main-captions	MSRvid	2012train	0516	3.500	Masanın üzerinde duran büyük bir kuş, içinde sıvı bulunan plastik bir bardağı alıp bir kaseye koyar.	Bir kuş, içinde sıvı bulunan plastik bir bardağı gagasıyla alıp bir kaseye koyar.
train	main-captions	MSRvid	2012train	0517	0.000	Yağmurda bir kadın.	Yol boyunca bir araba sürüyor.
train	main-captions	MSRvid	2012train	0518	0.000	Bir kadın bir adama vuruyor.	Bir adam yavaş bir loris tutuyor.
train	main-captions	MSRvid	2012train	0519	0.000	Bir kadın bir file biniyor.	Bir adam kendini kaldırıyor.
train	main-captions	MSRvid	2012train	0520	1.000	Bir adam ağırlık kaldırıyor.	Bir kadın abs egzersizi yapıyor.
train	main-captions	MSRvid	2012train	0521	2.000	Bir kişi dalgaların içinde jetski kullanıyor.	Bir kadın deniz suyuna biniyor.
train	main-captions	MSRvid	2012train	0523	0.600	Bir kadın kulaklık takıyor.	Bir kadın biraz şiso yaprağı kesiyor.
train	main-captions	MSRvid	2012train	0525	4.000	Yavru kedi yemeğini tabaktan yiyor.	Yavru kedi biraz yemek yer.
train	main-captions	MSRvid	2012train	0526	0.500	Bir kadın bir yaşam tarzı dergisi okuyor.	Bir kadın eti parçalara ayırıyor.
train	main-captions	MSRvid	2012train	0527	2.500	Bir adam bir kaseye kırmızı biber döküyor.	Bir adam bir kutuyu açıp içindekileri bir kaseye döküyor.
train	main-captions	MSRvid	2012train	0529	3.250	Kuş, ağaçtaki yiyeceği bir kaseden yedi.	Bir kuş kaseden yiyor.
train	main-captions	MSRvid	2012train	0530	2.000	Bir grup kız taksiden iniyor.	Rihanna'nın taksiden ayrıldığı video klibi.
train	main-captions	MSRvid	2012train	0532	0.000	Bir kadın bir parça et çeşnilendiriyor.	Bir adam mermilerle tüfek yüklüyor.
train	main-captions	MSRvid	2012train	0536	0.800	Bir adam kişniş yaprağı kesiyor.	Bir adam gitar çalıyor.
train	main-captions	MSRvid	2012train	0537	0.800	Bir adam bir dilim pizza alır.	Bir adam cep telefonuyla konuşuyor.
train	main-captions	MSRvid	2012train	0538	0.400	Bir adam eti plastik bir torbaya koyuyor.	Bir kadın çantasında bir salak taşıyor.
train	main-captions	MSRvid	2012train	0541	0.000	Bir haham konuşuyor.	Bir adam bir ip üzerinde yürüyor.
train	main-captions	MSRvid	2012train	0542	0.000	Bir adam bir ata biniyor.	Bir kadın bir bebeğin bacağını ovuşturur.
train	main-captions	MSRvid	2012train	0543	0.000	Bir adam gitar çalıyor.	Smeone uzanıyor.
train	main-captions	MSRvid	2012train	0544	0.400	Bir adam bir çörek dilimliyor.	Bir adam çömlek kırıyor.
train	main-captions	MSRvid	2012train	0545	0.000	Bir adam araba kullanıyor.	Bir kadın meyilliye karides daldırır.
train	main-captions	MSRvid	2012train	0546	3.600	Bir köpek halıdaki sineği pençeliyor.	Köpek halıda böcekle oynadı.
train	main-captions	MSRvid	2012train	0547	0.231	Bir köpek havlıyor.	Bir jet uçuyor.
train	main-captions	MSRvid	2012train	0549	0.000	Bir maymun yatakta yürüyor.	Bir adam ata biniyor.
train	main-captions	MSRvid	2012train	0550	0.500	Bir kadın brokoli pişiriyor.	Bir adam yemeğini yiyor.
train	main-captions	MSRvid	2012train	0553	0.000	Bir adam tortillayı kızartıyor.	Bir kişi bir kart numarası yapıyor.
train	main-captions	MSRvid	2012train	0554	2.750	Bir ağ üzerinden voleybol oynayan bir kadın.	Bir kadın voleybolu kendilerine hizmet eden başka bir kadına veriyor.
train	main-captions	MSRvid	2012train	0556	0.750	Bir adam salatalığı bıçakla dilimliyor.	Bir adam bir tavada tortilla pişiriyor.
train	main-captions	MSRvid	2012train	0557	1.250	Bir adam elektronik klavye çalıyor.	Bir grup enstrüman çalıyor.
train	main-captions	MSRvid	2012train	0559	0.000	Bir adam keman çalıyor.	Bebek gülüyor ve sürünüyor.
train	main-captions	MSRvid	2012train	0561	3.750	Bir adam kılıç kullanarak boş bir deri çizmenin parmağını koparır.	Bir adam kılıçla çizmeyi kesiyor.
train	main-captions	MSRvid	2012train	0563	5.000	Kişi pulları balıktan çıkarıyor.	Bir kişi bir balığın kirecini çözüyor.
train	main-captions	MSRvid	2012train	0564	0.000	İnsanlar bahçede yürüyor.	Bir çocuk diğer adamla konuşuyor.
train	main-captions	MSRvid	2012train	0565	3.200	Küçük bir çocuk bir ata biniyor.	Küçük kız bir ata bindi.
train	main-captions	MSRvid	2012train	0566	0.750	Bir kişi sarımsağı bıçakla parçalara ayırıyor.	Birisi malzemeleri tavaya koyuyor.
train	main-captions	MSRvid	2012train	0567	0.500	Bir adam bir kağıt parçasını katlıyor.	Bir adam plastik bir kabı kılıçla dilimliyor.
train	main-captions	MSRvid	2012train	0568	2.500	Adam suya itildi.	Bir adam başka bir adamı okyanusa iter.
train	main-captions	MSRvid	2012train	0569	1.750	Bir çocuk video oyunları oynarken üzgün.	Birisi gameboy oynuyor.
train	main-captions	MSRvid	2012train	0570	4.000	Bir adam cep telefonundan arama yapıyor.	Bir adam telefon görüşmesi yapıyor.
train	main-captions	MSRvid	2012train	0571	0.000	Bir adam telefonla konuşuyor.	Bir panda, bir sopa üzerinde çiğniyor.
train	main-captions	MSRvid	2012train	0573	4.600	Bir kadın yüzüne kozmetik uyguluyor.	Bir kadın makyaj yapıyor.
train	main-captions	MSRvid	2012train	0574	4.000	Adam halterleri kaldırdı.	Bir adam ağırlık kaldırır.
train	main-captions	MSRvid	2012train	0578	3.000	Bir kadın bir hayvanı elle besler.	Kadınlar hayvanı besliyor.
train	main-captions	MSRvid	2012train	0581	2.200	Birkaç dağ gelinciği kafesinden dışarı çıkar.	Gelincikler bir raftan aşağı inerler.
train	main-captions	MSRvid	2012train	0583	0.000	Genç bir kadın flüt çalıyor.	Bir kadın, bir dondurucunun üstünü yıkıyor.
train	main-captions	MSRvid	2012train	0584	2.800	Bir kadın tüfekle ateş ediyor.	Kadın tüfekle ateş ediyor.
train	main-captions	MSRvid	2012train	0586	3.800	Bir kişi fasulyeli biberlere kırmızı biber tozu ekliyor.	Adam fasulyeye baharat ekliyor.
train	main-captions	MSRvid	2012train	0587	4.400	Bir kadın hızla bir tabanca ateşliyor.	Bir kadın silahla ateş ediyor.
train	main-captions	MSRvid	2012train	0588	0.000	Bir kişi bir soğanı dilimliyor.	Bir solenodon yerde yürüyor.
train	main-captions	MSRvid	2012train	0592	1.750	Bir köpek buzdolabını açıyor.	Bir köpek buzdolabının kapısını kapatır.
train	main-captions	MSRvid	2012train	0595	1.000	Bir kadın dans eden bir bebeği tutuyor.	Bir kadın çocuğunu taciz ediyor.
train	main-captions	MSRvid	2012train	0596	1.800	Bir kadın, bir erkeğe şakacı makyaj yapıyor.	Kız bir erkeğe yüz makyajı yaptı.
train	main-captions	MSRvid	2012train	0597	1.600	Hanımefendi sosa peynir ekledi.	Bir adam bir tabak dilimlenmiş peyniri bir tencereye sos döküyor.
train	main-captions	MSRvid	2012train	0598	2.333	Bir adam bir podyumda ders veriyor.	Bir adam, kriket oyununu kutlayan bir etkinlikte konferans veriyor.
train	main-captions	MSRvid	2012train	0599	2.000	Kedi yatağın altında parıldadı.	Bir kedi kanepenin altında baş aşağı sürünüyor.
train	main-captions	MSRvid	2012train	0601	1.000	Bir kadın sarımsak kesiyor.	Bir kadın balığı keser.
train	main-captions	MSRvid	2012train	0602	0.000	Bir adam çim biçiyor.	Maskeli bir adam şarkı söylüyor.
train	main-captions	MSRvid	2012train	0603	0.000	Bir adam çim biçiyor.	Bir palyaço şarkı söylüyor.
train	main-captions	MSRvid	2012train	0604	3.000	Bir çocuk oltasından kaçar.	Olta üzerinde asılı balık önünde bir çocuk koşuyor.
train	main-captions	MSRvid	2012train	0606	0.400	Adam ofiste haki sak oynadı.	Adam sebzeleri baharatlıyor.
train	main-captions	MSRvid	2012train	0607	0.400	Bir adam sırtında başka bir adam taşıyor.	Bir adam karıncanın fotoğraflarını çekiyor.
train	main-captions	MSRvid	2012train	0611	3.250	Et bir tavaya bırakılır.	Bir kadın tavaya et koyuyor.
train	main-captions	MSRvid	2012train	0612	0.000	Bir kadın yeşil soğan kesiyor.	Bir kadın kumdan kaleye düşer.
train	main-captions	MSRvid	2012train	0613	0.000	Bir adam bir topa vuruyor.	Bir kadın soğan kesiyor.
train	main-captions	MSRvid	2012train	0614	0.000	Bir makine bir kalemi keskinleştiriyor.	Bir kız bisiklete biniyor.
train	main-captions	MSRvid	2012train	0615	0.000	Bir kadın ayaklarını fırçalıyor.	Güneş ağaçların arkasından doğuyor.
train	main-captions	MSRvid	2012train	0616	0.400	Bir adam camları temizliyor.	Bir adam araba kullanıyor.
train	main-captions	MSRvid	2012train	0618	1.000	Bir kişi pirinci karıştırıyor.	Bir kadın bir yumurtayı kırıyor.
train	main-captions	MSRvid	2012train	0620	0.250	Bir adam bir mengeneye bıçak koyar.	Bir adam dans ediyor.
train	main-captions	MSRvid	2012train	0621	4.250	Bir çocuk sahnede keman çalıyor.	Bir çocuk sahnede keman çalıyor.
train	main-captions	MSRvid	2012train	0622	0.118	Bir kadın bıçakla pembe bir somun keser.	Bir adam gitar çalıyor.
train	main-captions	MSRvid	2012train	0623	1.000	Bir adam bir tavaya domuz pirzolası ekliyor.	Bir kadın patatesi soyuyor.
train	main-captions	MSRvid	2012train	0624	0.400	Erkekler birbirleriyle kavga ediyor.	Adam beyaz kağıda çizdi.
train	main-captions	MSRvid	2012train	0625	0.000	Bir adam topu yakalıyor.	Bir kedi bir bebeğe sürtünüyor.
train	main-captions	MSRvid	2012train	0626	0.000	Bir kız bir gazete okuyor.	Bir şef patatesi soyuyor.
train	main-captions	MSRvid	2012train	0627	2.500	Yavaş bir loris bir kişinin parmaklarını ısırır.	Küçük bir hayvan parmağını çiğniyor.
train	main-captions	MSRvid	2012train	0628	0.750	Bir adam vahşi doğada bir yolda yürüyor.	Bir adam bir soğanı soyuyor.
train	main-captions	MSRvid	2012train	0629	3.000	Adam gitarını çaldı.	Bir adam gitarını çalarken şarkı söylüyor.
train	main-captions	MSRvid	2012train	0631	2.600	Bazı adamlar yolda kayıyor.	İki oğlan kaykay yapıyor.
train	main-captions	MSRvid	2012train	0632	2.600	Bir adam sıvıyı bir tavaya döküyor.	Aşçı tavaya yağ döktü.
train	main-captions	MSRvid	2012train	0633	0.000	Bir çocuk piyano çalıyor ve şarkı söylüyor.	Bir domuz, bir aslanı rahatsız ediyor.
train	main-captions	MSRvid	2012train	0636	4.250	Bir kedi ve bir dağ gelinciği oynuyor.	Gelincik ve kedi yavrusu birlikte oynuyor.
train	main-captions	MSRvid	2012train	0637	0.000	Bir maymun suda yürüyor.	Bir adam trompet çalıyor.
train	main-captions	MSRvid	2012train	0638	0.000	Bir kadın makyaj yapıyor.	Bir grup şarkı söylüyor.
train	main-captions	MSRvid	2012train	0640	0.000	Bir köpek araba kullanıyor.	Bir adam mikrofona konuşuyor.
train	main-captions	MSRvid	2012train	0641	3.500	Adam sahnede mikrofona doğru şarkı söyledi.	Takım elbiseli bir adam mikrofon başında duruyor ve şarkı söylüyor.
train	main-captions	MSRvid	2012train	0642	2.400	Bir araba bir yerden geri çekilir.	Bir araba geri gidiyor.
train	main-captions	MSRvid	2012train	0644	0.600	Bir adam bir kurbağa tutuyor.	Bir adam plastik bir kabı boşaltıyor.
train	main-captions	MSRvid	2012train	0646	0.000	Bir adam bir teknede seyahat ediyor.	Bir kadın bıçakla havucu kesiyor.
train	main-captions	MSRvid	2012train	0647	3.750	Adam motosikletini otoyoldan aşağı sürdü.	Bir kişi bir yolda motosiklet kullanıyor.
train	main-captions	MSRvid	2012train	0650	0.400	Bir adam bir soğanı doğruyor.	Adam gitar çalıyor.
train	main-captions	MSRvid	2012train	0651	0.400	Bir adam bir sahnede performans sergiliyor.	Bir adam bir balığı bağırır.
train	main-captions	MSRvid	2012train	0652	2.600	Kadınlar oturuyor.	İki kadın yan yana oturuyor ve konuşuyor.
train	main-captions	MSRvid	2012train	0654	1.750	Bir adam plastik bir paketten birkaç ekmek kızartma makinesini çıkarır.	Bir adam çantadan yiyecek alır.
train	main-captions	MSRvid	2012train	0656	0.000	Bir kadın ateşin yanında dans ediyor.	Bir adam bir ilmik bağlar.
train	main-captions	MSRvid	2012train	0657	0.750	Bir adam meditasyon yapıyor.	Adam ata biniyor.
train	main-captions	MSRvid	2012train	0659	0.000	Bir çocuk kağıt kesiyor.	Bir adam bir tüfek dolduruyor.
train	main-captions	MSRvid	2012train	0661	0.000	Adam telefonla konuştu.	Kızlar sahnede yürüyor.
train	main-captions	MSRvid	2012train	0662	0.800	Bir adam gitar çalıyor ve şarkı söylüyor.	Bir adam kulaklık içeren bir paketi açıyor.
train	main-captions	MSRvid	2012train	0663	3.400	futbolcu topu bacaklarının arasından yan yana tekmeledi.	Bir kişi ayakları arasında bir futbol topunu ileri geri tekmeliyor.
train	main-captions	MSRvid	2012train	0665	0.000	Bir hayvan yürüyor.	Bir kadın göz makyajı yapıyor.
train	main-captions	MSRvid	2012train	0667	2.000	Birisi bir hayvanın karnını kaşıyor.	Bir kadın lemuru okşuyor.
train	main-captions	MSRvid	2012train	0668	0.250	Bir adam ağır ağırlık kaldırıyor.	Bir kanguru bir kadının elini yalıyor.
train	main-captions	MSRvid	2012train	0671	3.000	Bir çocuk bir oyuncakla oynuyor.	Bir çocuk avuç içi oyun oynuyor.
train	main-captions	MSRvid	2012train	0672	0.667	Bir adam uçurumdan dalar.	Bir adam bir motosiklete biniyor.
train	main-captions	MSRvid	2012train	0676	3.200	Suya bir adam çıkıyor.	Bir bataklıktan bir adam yükselir.
train	main-captions	MSRvid	2012train	0677	0.333	Bir erkek ve kadın dans eder.	Bir adam bir köpeği okşuyor.
train	main-captions	MSRvid	2012train	0678	3.333	Bir adam uzun bir süpürge kullanarak evin zeminini süpürüyor.	Adam boş oturma odasını süpürdü.
train	main-captions	MSRvid	2012train	0679	3.333	Bir grup çift dans ediyor.	Erkekler ve kadınlar yavaş dans ediyor.
train	main-captions	MSRvid	2012train	0680	1.000	Bir adam bir balığı ölçeklendiriyor.	Bir adam bir tencereye biraz yemeklik yağ döküyor.
train	main-captions	MSRvid	2012train	0682	2.200	Adam kumsalda gün batımı fotoğrafları çekmek için kamerasını kurdu.	Bir adam bir gölün fotoğraflarını çekiyor.
train	main-captions	MSRvid	2012train	0685	0.400	Birisi bir bebek kaplanı tutuyor ve okşuyor.	Birisi mutfak lavabosunda büyük bir dana bifteği yıkıyor.
train	main-captions	MSRvid	2012train	0686	0.000	Adam gitar çalıyor.	Kedi pençesiyle yüzünü temizledi.
train	main-captions	MSRvid	2012train	0687	0.250	Adam duvarda şınav yaptı.	Adam yemeğin tadını çıkardı.
train	main-captions	MSRvid	2012train	0688	2.250	Bir kadın sebzeyi keser.	Bir kadın patlıcan dilimliyor.
train	main-captions	MSRvid	2012train	0691	2.600	Bir kişi yumurtayı küçük bir kaseye kırar.	Bir adam bir yumurtayı kırar.
train	main-captions	MSRvid	2012train	0692	1.200	Bir adam klavye çalıyor.	Bir adam mekanik bir boğaya biniyor.
train	main-captions	MSRvid	2012train	0693	3.200	Bir avluda bir köpek koşuyor.	Bir evin bahçesinde siyah bir evcil köpek dolaşıyor.
train	main-captions	MSRvid	2012train	0694	1.400	Bir cip kalkarken bir çocuk caddede yürüyor.	Bir kadın bir yolda yürüyor ve motorlu bir adam yanına çekiyor.
train	main-captions	MSRvid	2012train	0696	0.200	Bir adam bir tencereye yağ koyuyor.	Bir köpek nehirde balık yakalıyor.
train	main-captions	MSRvid	2012train	0697	2.750	Kız şenlik ateşinin önünde dans etti.	Bir kadın şenlik ateşinin yanında duran müzikle dans ediyor.
train	main-captions	MSRvid	2012train	0699	0.600	Bir adam bir kaba tereyağı kesiyor.	Bir kadın karides kesiyor.
train	main-captions	MSRvid	2012train	0700	3.800	Bir kız bir köpek tarafından yokuş aşağı sürüklenir.	Bir köpek bir çocuğu tepeden aşağı çekiyor.
train	main-captions	MSRvid	2012train	0701	3.400	Adam konuşurken güneş gözlüğünü çıkardı.	Baret giyen bir adam konuşurken gözlüğünü çıkarır.
train	main-captions	MSRvid	2012train	0702	1.500	İki adam bir kalabalığın önünde bir boksörle komik bir skeç yaptı.	Erkekler insanların önünde dans ediyor.
train	main-captions	MSRvid	2012train	0703	2.500	Kız yatağını topluyor.	Bir kadın yatak yapıyor.
train	main-captions	MSRvid	2012train	0704	0.000	Birisi soğan pişiriyor.	Bir adam mınçıkayı sallıyor.
train	main-captions	MSRvid	2012train	0705	5.000	Adam, diğer adamın üzerindeki beton bloğu kırmak için bir kızak makinesi kullanıyor.	Bir adam, eğimli bir adamın üzerinde yatan bir beton levhayı balyozla kırıyor.
train	main-captions	MSRvid	2012train	0706	4.333	Bayan kurutulmuş erişteleri pişirmek için sıcak suya koydu.	Bir kadın bir kap suya erişte koyar.
train	main-captions	MSRvid	2012train	0708	0.333	Kızlar sahnede dans etti.	Bir kız makyaj yapıyor.
train	main-captions	MSRvid	2012train	0709	3.333	Bir panda yatıyor.	Bebek panda bazı kütüklerde rahatlar.
train	main-captions	MSRvid	2012train	0710	4.200	Yeşil renkli timsah şamandıralı bir yüzme havuzunda iki çocuk oynuyor.	İki çocuk havuzda şişme bir timsahı itiyor.
train	main-captions	MSRvid	2012train	0711	0.800	Birkaç kadın polis karaoke söylüyor.	İki kadın dans ediyor.
train	main-captions	MSRvid	2012train	0712	1.000	Bir adam suya brokoli koyuyor.	Bir kişi bir patatesi soyuyor.
train	main-captions	MSRvid	2012train	0714	2.800	Doktor hastaya yardım ediyordu.	Doktorlar bir adamı canlandırmaya çalışıyor.
train	main-captions	MSRvid	2012train	0715	1.500	Bazıları soğanı suya rendeliyor.	Bir kişi patates bir kaseye rendeliyor.
train	main-captions	MSRvid	2012train	0719	1.200	Bir bebek konuşuyor.	Bir çocuk itfaiye aracı demeye çalışıyor.
train	main-captions	MSRvid	2012train	0722	3.000	Bir kadın yumurta kaynatır.	Bir kadın bir tencereye iki yumurta koyar.
train	main-captions	MSRvid	2012train	0723	0.000	Bir kadın, malzemeleri çırpılmış bir yumurtaya koyar.	Bir adam benzin döküyor.
train	main-captions	MSRvid	2012train	0724	0.600	Bir kadın mango dilimliyor.	Bir adam tortillaya peynir koyuyor.
train	main-captions	MSRvid	2012train	0725	1.000	Bir kız tereyağını iki parçaya ayırıyor.	Bir kadın tofu dilimliyor.
train	main-captions	MSRvid	2012train	0727	0.000	Bir adam gitar çalıyor.	Bir insan eti parçalara ayırıyor.
train	main-captions	MSRvid	2012train	0729	0.000	Bir adam kulaklık içeren bir paketi açıyor.	Bir kadın ata biniyor.
train	main-captions	MSRvid	2012train	0730	1.000	Bir kız gitar çalıyor.	Bir çocuk, insanlar arasında bir klavye oynuyor.
train	main-captions	MSRvid	2012train	0731	0.000	Küçük bir kız sahilde keman çalıyor.	Kız tığ işi yapmak için kanepede oturdu.
train	main-captions	MSRvid	2012train	0732	3.500	Maymun, birinin eldivenli elini karate tekmeliyor.	Bir maymun dövüş sanatlarını uygular.
train	main-captions	MSRvid	2012train	0735	0.000	Bir dişi elleriyle saçına bir şey uygular.	Bir kedi bir dilim karpuz yiyor.
train	main-captions	MSRvid	2012train	0737	2.500	Bir adam, koruyucu boks eldivenleri giyen başka bir adama karate tekme atıyor.	Bir adam bir antrenörle kick boks yapıyor.
train	main-captions	MSRvid	2012train	0741	0.000	Adam tahta flüt çalıyor.	Küçük bir çocuk yeri süpürüyor.
train	main-captions	MSRvid	2012train	0742	0.750	Genç bir kadın gitar çalıyor.	Bir kadın biraz et keser.
train	main-captions	MSRvid	2012train	0744	0.000	Erkekler futbol oynuyor.	Bir adam bir motosiklete biniyor.
train	main-captions	MSRvid	2012train	0746	0.000	Sahilde bir kadın koşuyor.	Bir köpek havuzda yüzüyor.
train	main-captions	MSRvid	2012train	0748	0.000	Bir adam makarna süzüyor.	Bir adam tahta flüt çalıyor.
train	main-captions	MSRvid	2012train	0749	0.800	Panda salıncakta oynuyor.	Bir adam gitar çalıyor.
train	main-captions	images	2014	0001	4.4	Raylarda oturan iki yeşil ve beyaz tren.	Raylarda iki yeşil ve beyaz tren.
train	main-captions	images	2014	0002	2.6	Bir sandalyenin altında parlayan gözleri olan küçük beyaz bir kedi.	Yerde beyaz bir kedi duruyor.
train	main-captions	images	2014	0003	3.2	Marinadaki suda büyük bir tekne.	Denizde büyük bir tekne.
train	main-captions	images	2014	0004	4	sokakta giden bir otobüs.	Kırmızı çift katlı otobüs caddede sürüş.
train	main-captions	images	2014	0006	4.8	Bir istasyonda bekleyen bir yolcu treni.	İstasyonda bir yolcu treni duruyor.
train	main-captions	images	2014	0007	3.4	defterine yazı bir yemek masasında bir kadın.	Kadın masada bir şeyle meşgul.
train	main-captions	images	2014	0008	3.8	Yerde oturan bir Apple bilgisayar.	Yerde oturan bir Macintosh bilgisayar.
train	main-captions	images	2014	0009	3.4	Kahverengi bir atın kafasının yakından görünümü.	Bir atın başının yandan görünümü.
train	main-captions	images	2014	0010	2.8	Bir grup insan dışarıdaki masada yemek yer.	Bir grup yaşlı insan bir masanın etrafında oturuyor.
train	main-captions	images	2014	0012	3.8	Ata binen bir jokey.	Kalemle ata binen bir jokey.
train	main-captions	images	2014	0014	4	Adam yolda bir motosiklete biniyor.	Bir adam yolda kırmızı bir motosiklete biniyor.
train	main-captions	images	2014	0015	3.8	Kahverengi bir ata binen bir kadın.	Kahverengi bir ata binen genç bir kız.
train	main-captions	images	2014	0017	0	Bisikletle çıkıntıya atlayan bir çocuk.	Bir battaniyeyle oynayan siyah beyaz bir kedi.
train	main-captions	images	2014	0021	3	Sarı çiçeklerin önünde duran siyah bir köpek.	Bir alanda duran siyah bir köpek.
train	main-captions	images	2014	0022	4.4	Bir şişe suyu kapatın.	Bir şişe su yakından görünümü.
train	main-captions	images	2014	0023	0.6	Kahverengi yüzlü bir kedinin yakından görünümü.	Devekuşu yüzünün yakından görünümü.
train	main-captions	images	2014	0024	3.2	koyun ayakta duruyor.	Bir tarlada otlayan bir koyun.
train	main-captions	images	2014	0026	3.6	Gözleri kapalı uzun saçlı bir kedi.	Gözleri kapalı bir kedinin yakından görünümü.
train	main-captions	images	2014	0027	2.6	Gri gömlekli bir kadın kameraya gülümserken arkasındaki kadın yüzünü buruşturuyor.	Yüzünde şaşkın bir ifadeyle bir kadın, gülümseyen bir kadını arkadan tutuyor.
train	main-captions	images	2014	0028	0.6	Küçük bir tren istasyonunun yakınındaki raylarda gümüş ve mavi bir Amtrak treni.	Benzin istasyonunda küçük beyaz bir araba park etmiş.
train	main-captions	images	2014	0029	0	Mavi gömlekli bir kişi bir sehpa ve televizyonun yanında uzanıyor.	Bir kişi motosiklet koltuğunda duruyor ve bir tekerleği fırlatıyor.
train	main-captions	images	2014	0031	1.4	Bir atı gösteren bir kadının siyah beyaz fotoğrafı.	ahırlarında ineklerin siyah beyaz bir fotoğrafı.
train	main-captions	images	2014	0032	4.2	Bir alanda duran koyu kahverengi bir at.	Kahverengi bir at yemyeşil bir alanda duruyor.
train	main-captions	images	2014	0033	0	Arka planda bir at olan eğimli bir çadır.	Arka planda diğer kuzularla birlikte siyah beyaz bir kuzu.
train	main-captions	images	2014	0038	4	Üzerinde yemek olan bir masanın etrafında oturan bir grup insan.	Bir grup insan yemek ve bira ile bir masanın etrafında oturuyor.
train	main-captions	images	2014	0040	3.8	Kahverengi bir at yemyeşil bir alanda duruyor.	Yeşil bir alanda kahverengi bir at.
train	main-captions	images	2014	0041	4	saman siyah beyaz bir inek.	Saman ile bir kalem içinde siyah beyaz bir inek.
train	main-captions	images	2014	0042	5	Yaşlı bir kadın, ayaklarının dibinde iki kediyle mutfakta duruyor.	Yaşlı kadın ayaklarının dibinde iki kediyle mutfakta ayakta duruyor.
train	main-captions	images	2014	0043	1	Bir okul otobüsü kırsal bir yolda yokuş yukarı gidiyor.	Toprak yolda giden bir yarış bakımı.
train	main-captions	images	2014	0045	4.4	Çimenli sahada oturan kamuflaj uçak.	Yeşil çimenlerin üzerinde oturan kamufle bir uçak.
train	main-captions	images	2014	0046	0.4	Üç genç kadın bir odada birlikte duruyor.	İki Hintli kız suya yakın iki Hintli kadın.
train	main-captions	images	2014	0047	4	Kırmızı çift katlı otobüs sokaklarda ilerliyor.	Çift katlı yolcu otobüsü trafikle sürüş.
train	main-captions	images	2014	0048	1.2	Bir yamaçta kameraya bakarak beyaz bir koyun.	Sıska inekler çimlerin üzerinde duruyor.
train	main-captions	images	2014	0049	1.6	Bir tarlada bir grup koyun.	Bir tarlada otlayan bir grup at.
train	main-captions	images	2014	0050	0	Boş bir cam kola şişesinin yakın çekim, çarpık fotoğrafı.	Üzerinde bilgisayar ve kağıt bulunan bir masanın yakın plan resmi.
train	main-captions	images	2014	0051	3	Bilgisayar monitörü ile çok kalabalık ofis masası.	İki monitörlü dağınık bilgisayar masası.
train	main-captions	images	2014	0052	3.2	Dağınık bir odada oturan bir adam.	Bir adam, dağınık bir odada bir yatakta yatıyor.
train	main-captions	images	2014	0053	1.4	Yeşil bir otlakta iki beyaz inek.	Bronz at merada.
train	main-captions	images	2014	0055	3.8	Kara inek mera ağaçlarının altında yürürken.	Bir mera ağacın altında yürüyen inek.
train	main-captions	images	2014	0057	1.8	Bir restoranda bir masada oturan iki kişi.	bir masada oturan dört kişi.
train	main-captions	images	2014	0059	3.2	Dışarıda başka bir gülümseyen kadınla oturan bir bira ile gülümseyen bir kadın.	Gülmek dışında oturan iki kadın.
train	main-captions	images	2014	0060	3.2	Metal bir kapıya tutunan bir kuş.	Çok renkli bir kuş bir tel çite yapışır.
train	main-captions	images	2014	0061	0.6	Sıska inekler çimlerin üzerinde duruyor.	Beyaz ördekler yerde duruyor.
